label	text	is_valid
positive	Remember Cupid at Convo last year with the bomb candy bar?? If you liked thatc youll LOVE next Tuesdays Tr http://t.co/af9hu4pU	False
neutral	On November 16 ; mec my momc and my sister are going to see Breaking Dawn: part 2 #judgeus	False
neutral	Channing tatum will be in white oak tomorrow...for all you stalkers out there	False
neutral	@Brett_Elliott8 I fly that Saturday the 15th from Detroit to Amsterdam then up to Newcastle	False
negative	My dad & the builder are talking about City and it turns out the builder is sat the row behind me at the Aston Villa gamec fuck sake	False
positive	Games played during the week are now more interesting than Super Sunday!	False
neutral	#hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect 3. Added: Fri Oct 26 00... http://t.co/XsbCPkVe	False
positive	@Pastorjoshg @corylethgo @KevinCabe @kcabe21 Id watch Cougar Town over this any day! January 8 on TBS. Very funny. #firedooley	False
negative	Stacie just hit me up and said my packages might be up here tomorrow if thats the case Im not going to the rave in San Fran. #priorities	False
neutral	Of course its Aston Villa.  Played them off the park on Saturday.  Bring it on!	False
neutral	@kevins980 matching Cofield in sacks. Butc this is only the 1st pre-season game so.... well see.	False
negative	Give me 5 mins with Candy the dancer from Deja Vu Im nutting on my 4th pump she that bad lol	False
positive	Kevin Hart show at MSG on November 10th is going to be beautiful	False
positive	@heeydems Do you know ?they may not but were so fond of all the countries . Uhchappy Republic Day .	False
positive	@shootingrocks cof cof~  someone is going to Germany on november 30 ...oh I really envy you   :)  http://t.co/kZZoR8Az	False
positive	Thank you snow for cancelling classes today. Now you may stop snowingc so that I can drive to Chapel Hill tomorrow. Id really appreciate it	False
positive	Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol	False
positive	#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat http://t.co/HcU3990c	False
positive	#OilersMobile: July 20: Sam Gagner | http://t.co/MisqEmgQ   @gagns89 nice to have you there for at least another year!	False
positive	think i might go see flight tomorrow just because Denzel Washington ..	False
neutral	Mohamed Nasheeds Press brief about CONI report - 31 Aug 2012: http://t.co/niN6zHhn via @youtube	False
positive	I wish the best of luck to the boro football players and hope they kick butt Saturday for shaun #WinItForShaun	False
neutral	Calling all reality TV fans: Were inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too. http://t.co/WzO0bhVm	False
negative	Honesty is often best policy: Fabio Capelloc Russia coach: I was hoping Ronaldos injury was more serious so he couldnt play tomorrow.	False
positive	Bestie we gotta go see flight with Denzel Washingtonc comes out Friday. Seems so good @Bsociallyactive	False
neutral	I dont know what yall will be doing on November 1c but Ill be in a Google+ Hangout with Jordy Nelson!! #squeeeeee	False
neutral	Dinner in Athens with my friendc @stevebeuerlein. Preparing for our game on @SEConCBS this Saturday. #OleMiss #Georgia http://t.co/4QqWxtnd	False
positive	@Yvette_Elena :) Most defc i think when you come tomorrow the boys will be here.	False
negative	This is Austin Rivers 1st game and people sucking him he a rookie chill !	False
neutral	@goatmilkstuff Hello. May I ask how did you get on set of Castle?	False
positive	Throwback Thursday! Daddy and Joe Pa! RIP toc in my eyesc still the most winningest coach in college footbal http://t.co/VhJcXZOR	False
negative	@HockeyyInsiderr  @OilersNow: Gagners agent says talks continuec will have hearing on Friday if no deal MSM just proved youre #clueless!	False
positive	Im enjoying Celebrity Juice instead of sleepc going to be fooked tomorrow though	False
positive	The Woman In Black - the legendary ghost thrillerc touring to Dubai and Abu Dhabi in November & December. More... http://t.co/2uz56zci	False
neutral	Can it please be Wednesday and POTUS has been re elected. Then we can move this country #Forward!	False
neutral	Jacksonville really sound like the move tomorrow	False
neutral	#ASimpleLife opens tomorrow at Lees 4-Star in San Fran - Roger Ebert called it one of the years best films http://t.co/q0Cz0lz6	False
negative	@JessieWagnon @tcswagg NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first	False
neutral	#hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept 10.	False
neutral	norv turner calls a play action pass on 1st & goal at the half-yard linec rivers throws a pick. #chargers	False
positive	Celebrity Juice. Best thing on about a Thursday	False
neutral	@SteveRattner @JoeNBC @morningmika My friends and I are betting Joe wets his pants when he sees the whopping Mittens will get Nov 6	False
negative	@ahmedthalib waheed proposed mdp to join the  gov prior CoNIs verdict. 7 feb controversial power transfer refrained mdp joining the govt.	False
neutral	Me and @hayleyrose booked in to see A Good Day To Die Hard on February 14 2013 (Valentines day).	False
positive	@AmianaTyransky: Frankie: I think Im gonna have a date with my bed tomorrow Me: same. Thats my boy	False
positive	Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i	False
positive	I may spend a lot of my free time riding on random elevators hoping for a chance encounter with Bill Murray...	False
negative	WVU goes for it on every 4th down. Is our kicker worst than Cundiff?	False
neutral	@Rhayne_Mac1 was it Becky? cause she told me about it.. ill figure it out tomorrow..	False
negative	Axl Rose needs to just give up. Now. Not laterc not soonc not tomorrow. NOW!	False
positive	Dr. Mohamed Morsi announced as Egypts 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt! :)	False
positive	Shout out to my boy @JshapMMA who fights tomorrow night on the Las Vegas #rfa card. Hes put in the work so I dont need to wish him luck.	False
positive	@lore_x3 Dec 16th. I know its so far and near the end of Sagittarius but Im a full blown Sag girl :) lol	False
neutral	If youre on the Isle of Man next Thursc Ill be talking about Safe House and signing books at Waterstones from 6.30pm. @WaterstonesIoM	False
neutral	PBR & @mokbpresents bring you Jim White at the @Do317 Lounge on October 23rd at 7 pm! http://t.co/7x8OfC56	False
positive	Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!	False
negative	I wonder what Cortese is thinking after watching that 1st half of total wank? As for Boruc you are a disgrace and a complete TWAT. #saintsfc	False
negative	Sad I wont get to see @ZachMTV on The Challenge: Battle of the Seasons tonight :( I guess Ill have to wait until next Wednesday..	False
negative	Austin Rivers needs to get strongerc #Spurs guards muscling him tonight. He started and just now scored in 4th. #Hornets	False
neutral	July 28th National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) http://t.co/GEBoG3Gl	False
neutral	On Sunday November 4th Olympus experts will be on hand at the Currys store in Cambridge.  From 10:30am until... http://t.co/skD7NlOY	False
positive	Happy Valentines Day <3... only if you live in Brazilc otherwise its just another irritating Monday.	False
negative	Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.	False
positive	@Real_Liam_Payne Saturday I buy my ticket for the #TMHTOUR in Belgium! Im so happy!!!!	False
positive	This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert <3 October 25 2011c one of the best day of my life :D	False
neutral	Heh I just remembered I forgot to watch Jonathan Ross. Guess Ill watch it tomorrow. I was watching another show and forgot. Schmeh.	False
positive	Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.	False
neutral	Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)	False
neutral	@SupremeJuice_ go to the bell game tomorrow Ill take you for. A littlle whippa	False
positive	If you fancy joining in our A to Z tour of the World Foods of Londonc come sample Taiwan on Thursday:... http://t.co/avz5Ylvj	False
neutral	So many choices of gigs this saturday night. The IBB at the Rugby club (which onec there are two up Twmpath?) and... http://t.co/sGKzLaEh	False
neutral	@multiplexer How does it compare to Diablo III (regardless of how fair that comparison may be)?	False
negative	How many continents was The Challenge filmed on? 21? okayc what did you fail 2nd grade?	False
positive	@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.	False
neutral	Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwanc HKc CHINA.Then 3 wks of jet lag!Gets to me every time!	False
positive	David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://t.co/Rt5ORbLK	False
neutral	Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://t.co/ljUqkCaG	False
positive	November: my birthday monthc election dayc a weekend in San Fran with @AdamRGarciac Naples for Thanksgivingc lots of friends & family. YES.	False
neutral	@JustSidi yesc i got an email reminder from nikon about this saturday event. if no go backc then we will join the photo exhibition launch.	False
negative	Ive been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.	False
neutral	Slap Shot: Nashc Back From Injuryc Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.	False
neutral	Eleanor was just a fan when she met Louis its funny bc she probaly wasnt a fan like she may have known who they were but she wasnt a fan	False
positive	Nikon prostaffc cant wait to get it on and shoot tomorrow! http://t.co/9z3DQMHu	False
positive	@AP I hope they make sure to take care of Eli Manningc Giants Vs Pittsburgh on Sunday #NFL	False
negative	@jenscibs they canceled the Frankie date that was supposed to be tomorrow.  So now everyone is going to the rescheduled show in South Bend.	False
neutral	Ive got 2 tickets to see Leonard Cohen in Rosemontc IL on November 23 that I cant use. Anyone interested? Face value is about $300.	False
neutral	@DAIVDHARVEY Also mancs going on about it was there youth/2nd team last night?Thought they put out a decent side seeing they have AFC on Sat	False
positive	@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !	False
positive	WWE #raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday	False
neutral	Im far too stressed about finishing this essay for tomorrowc so I shall minimise it and play Temple Run. #ProblemSolved	False
negative	did all my homework thats due in for later this week instead of the homework thats due for monday and tuesdayc twat	False
neutral	Saturday Night Live Jeopardy skits with Will Ferrell >	False
positive	Kendrick Perkins led the league for the 4th year in a row in SPM (Scowls per minute) literally laughed out loud	False
