Id	text	Expeccted
86	"Pior experiência que já tive. A começar pelo atendimento: pedi cama de casal e me deram cama de solteiro afirmando que a oferta dizia que poderiam me colocar em um ou outro. O hotel não sabe quantos quartos tem de cada espécie ou apenas não se importa? O quarto em geral era terrível. Paredes mofadas e descolando, o banheiro não tinha suportes nem para toalhas, canos a mostra, cortina suja e furada, o assento do vaso era o mais barato que você pode imaginar. E, para piorar tudo, o ar condicionado não funcionava no auge do calor de Brasília. Não preciso dizer que tive uma noite suada, literalmente. Como ficaria 3 dias, pedi para me mudarem para o quarto inicialmente solicitado. Isso aconteceu só no dia seguinte, mencionei inclusive minha preocupação com o ar condicionado. Bem, me deram um novo quarto, mas dessa vez o ar condicionado não tinha nem controle. Entrei em contato com a recepção, MUITO TEMPO DEPOIS me apareceu um rapaz da manutenção COM CONTROLES REMOTOS DA TV! Eu já furioso (E SUADO) disse a ele que o controle que eu havia pedido era do ar condicionado, a reação dele diz bem o que é esse hotel: deu de ombros e disse que não era com ele (o famoso ""se vira""). Liguei para a recepção, me deram um novo quarto. Dessa vez, parece até piada, o que faltou foi justamente o controle da TV, o que enfim me foi fornecido. O quarto de casal era bem melhor que o anterior, mas, para não ficar sem problemas, o telefone não funcionava. Ou seja, além do atendimento péssimo e da deselegância com o cliente, tive problemas EM TODOS OS QUARTOS que me forneceram. No check out até tentei conversar com o gerente, mas ele não estava. Mas afinal acho que não valeria a pena, esse hotel precisa COMEÇAR DO ZERO.
"	negativo
87	"Hotel com diária em conta, localização ótima, mas a internet é péssima, a comida do hotel vem uma micharia e o copinho de água mineral custa o preço de uma água de 2 Ls. Há serviço para passeio turístico, pontos de ônibus e táxi bem perto. Fica próximo à um shopping... Bem central.
"	neutro
88	"Localização ótima, preço acessível, quartos bem arrumados, bom atendimento e café da manhã gostoso. Peca feio por cobrar o WiFi. Tem estacionamento porém é aberto. No geral vale a pena o custo x benefício.
"	positivo
89	"Ótimo atendimento, mas o hotel estava em reforma quando o visitei, um local simples com preço justo e dentro da rota dos ônibus, boa saída para quem quer economizar um pouco mas ainda assim manter o conforto!
"	neutro
90	"Quarto grande e limpo. Camas confortáveis e macias. O café da manhã simples, mas bem servido e a omelete estava um espetáculo. A recepção é feia, mas o que importa são os quartos e estes são bons. TV boa e com canais a cabo. Agora 11 reais a diária do wifi é um absurdo.
"	neutro
91	"Boa localização com acomodação simples, porém limpo. O café da manhã é saboroso, mas a reposição de alguns item deixou a desejar. O atendimento foi tranquilo. O único problema é o acesso ao wifi ser cobrado à parte.
"	neutro
92	"Hotel bem simples, mas com TV LCD e ar condicionado moderno. Excelente custo-benefício, pois fica na mesma localização que outros hotéis muito mais caros. O café da manhã é bom, mas em certos horários da manhã é difícil conseguir mesa livre.
"	neutro
93	"Hotel com boa relação custo x benefício, bem localizado e com um café da manhã caprichado. Boas e confortáveis acomodações, num padrão simples e justo pelo preço. Atendimento eficiente e atencioso. Peca um pouco na limpeza e conservação dos quartos, bem como no serviço de internet não incluso na diária e sem estacionamento próprio (utiliza o estacionamento externo). Porém, compensa no geral.
"	neutro
94	"Boa localização, bem simples e bem aconchegante. Peca apenas no estacionamento, uma coisa que não entendo na maioria dos hotéis que existem na área hoteleira de brasília. Apenas estacionamento aberto e como eles dizem ""público"", eximindo-os da responsabilidade com seu carro.
"	neutro
95	"O quarto é amplo e limpo. Muito parecido com o Monumental Bittar, mas com melhor atendimento e mais modernizado (não tem carpete no quarto, substituído por laminado). Café da manhã sortido e gostoso. Deve abrir o bar mais cedo (abre somente a partir das 19 h) e disponibilizar wi-fi de graça nos quartos. A economia faz o hóspede migrar para outro, principalmente em se tratando de um hotel business.
"	neutro
96	"Pessoas despreparadas na recepção e mal educadas. Hotel antigo. A água do chuveiro ou era quente demais ou fria demais, não havia equilíbrio. Fui consumir uma cerveja do frigobar, e notei que a mesma estava vencida há mais de 2 meses, ouvi no corredor um hóspede reclamando de um chocolate também vencido. A cortina estava caindo e só arrumaram no último dia. Encontrei uma barata no quarto, avisei à recepção e os mesmos disseram que não podiam fazer nada.
"	negativo
97	"O hotel é antigo. O atendimento fraco. Tive que pagar adiantado, me cobraram o que eu já sabia: diária+imposto+taxa de serviço. Cama confortável, chuveiro bom, localizado no ponto central da cidade, ideal para quem precisa estar no Plano
"	neutro
98	"Três dias de estadia neste hotel para participação de evento em Brasília. Hotel simples, com acomodações antigas, banheiro com problemas (porta não fechava, empossava água no box), inclusive com falta de água para banho. Café da manhã razoável.
"	negativo
99	"O hotel é razoável. O quarto é grande e confortável, porém com sujidades, teias de aranha nos banheiros. O atendimento da recepção foi péssimo! A funcionária da noite estava com má vontade em nos atender e não foi nada simpática e nem educada. O café da manhã é fraco. As comidas não são gostosas. Ambiente pequeno para o café e não muito agradável.
"	neutro
100	"Bom hotel. Excelente localização. Simples, mas limpo e com bom café da manhã. Quarto espaçoso. O ônibus expresso que faz a linha aeroporto tem ponto bem em frente da recepção do hotel. Próximo ao shopping. Wi fi não é gratuito.
"	positivo
101	"Hotel pequeno, simples e bem cuidado embora aparente ser antigo, café da manhã simples mais satisfatório. Quartos reformados e bem equipados, fica próximo aos ministérios e a rodoviária de Brasília, fiquei pela segunda vez nesse lugar.
"	neutro
102	"Fiz uma viagem ao Brasília Moto Capital e fiquei no hotel durante o fim de semana. O aspecto dele é antigo, tanto a fachada, a recepção, elevadores e corredores. O wifi é pago, o que pra mim vai na contramão do turismo atual. Os quartos são novos e bonitos, cama confortável, chuveiro excelente, mas ar condicionado muito barulhento no meu quarto. O café da manhã também era bem fraco pelo valor da diária. A localização dele é excelente, bem próximo da torre de tv.
"	neutro
103	"Bom custo benefício para quem procura um hotel para uma viagem de negócios. Se viajar em mais pessoas para uma viagem de negócios, existem quartos com 3 camas, o que permite dividir o custo da hospedagem.
"	positivo
104	"hotel com otimo preço e bem localizado, quartos limpos, só faltou internet de graça!! mas muito bom, pra quem vai fazer viagens de poucos dias, vale a pena, ficou a desejar somente na internet, boa vista e perto do congresso e da praça da liberdade
"	positivo
105	"Funcionários recepção - pouca experiência Funcionários ficam brincando na recepção!! Brincadeiras tipo:Fala que sou gostosa? Você é novinho se não eu pegava Voçe Etc ( detalhe eu estava sentado na recepção e presenciei isso. Wifi pago - 11 reais por 24 horas, no meu caso foi cortada com 22 horas de uso e o pior no site que libera custa 10 e eles cobram 11. Chuveiro sem água quente ( 406 quarto) Café da manhã básico! Pão aparentemente sempre do dia anterior ( fiquei 4 dias) Localização boa, ao lado de dois shoppings, próximo ao casv, esplanada, consulados, catedral etc. Pra quem vai tirar o visto é uma boa! Pra quem é exigente não é uma opção Mais se quer economizar! Serve. Quarto 406: sacada suja, cama solteiro boa, limpeza do quarto boa, chuveiro gelado, televisão pequena, poucos canais.
"	negativo
106	"Quarto limpo, bem arejado, o ar-condicionado poderia ser melhor e menos barulhento. Café da manhã com variedade e qualidade. Ótimo custo-benefício. Próximo ao Shopping. Excelente para viagens a trabalho e negócios.
"	positivo
107	"A primeira impressão que tive que seria um hotel velho pela sua faixada, mais ao chegar no quarto me impressionei com o quanto o quarto era novo. O ponto principal para min é o banheiro que conta com uma excelente ducha. O hotel possui uma excelente localização entre dois shopping center que pode se chegar andando com 5 min de caminhada no máximo! Café da manha com uma boa variedade de quitandas e frutas. Ponto negativo é a internet paga, mesmo assim recomendo muito o hotel.
"	positivo
108	"Hotel simples, bem localizado. Café da manhã muito sem graça e sem muitas opções. Fiz a reserva via booking. com e escolhi o quarto com cama de casal, o atendente me disse que eles possuem 88 quartos com 2 camas de solteiro e havia 6 casais que entraram nesse tipo de quarto naquela noite, que se eu quisesse trocar deveria tentar todo dia até conseguir. Ele disse que se eu também quisesse, era só retirar o criado mudo e juntar as camas... eu... sozinho... não achei legal essa postura. Localização é boa, perto do shopping. Como fui sozinho não foi um desastre, porém não recomendo para casais e famílias.
"	negativo
109	"Por um erro do hotel, o pagamento que a agência fez não foi computado. Fiquei esperando uma hora e eles ainda estavam confusos. Se perderam nonsistema deles, mandaram-me para outro hotel e fiquei aguardando se acharem na confusão em um quarto de hotel provisório, em que o funcionário abriu com a chave mestra e não me deixou uma chave individual... Em suma, nesse momento estou achando horrível o serviço prestado por eles.
"	negativo
110	"Bom custo benefício, excelente localização, bom café da manhã, confortável, preço bom, bem próximo ao Brasília shopping. O quarto que fiquei era amplo, com 3 camas de solteiro e uma mesinha. Ideal para viagens curtas e de negócios. O ponto negativo é que o wifi é pago.
"	neutro
111	"Decoracao refinada, cômodo amplo, espaçoso, muito bom. No quarto double single as camas são de tamanho maior do que o padrão normal, são de molas muito confortáveis. Porém achei q a TV poderia ser um pouco maior 40 polegadas pois e uma tendência. No mais tudo muito bom.
"	positivo
112	"Estive no plaza bittar hotel, atendimento excelente, quarto bem limpo, banheiro novo, ate pq passou por uma reforma, preço bom com cafe da manhã incluso, tem uma vista maravilhosa, a única coisa que eu não gostei foi a wifi ser cobrada uma taxa diária de uso. No mais o ht
"	positivo
113	"Hotel bom e barato. Para quem vai para precisa visitar órgão públicos é um boa opção. Para os concurseiros o hotel fica próximo dos grandes locais de provas. A proximidade com os shoppings do eixo fundamental é outra vantagem. Quartos limpos e bom atendimento. Café da manhã agradável. A única reclamação era um barulho parecido com aparelho de ar-condicionado que era ouvido de instante em instante.
"	neutro
114	"Quarto bom, localização boa... nada a mais!!! Depois da meia noite, fecham a porta e a pessoa da recepção ""some""!! Fomos em um grupo grande (10 quartos) e ficamos cerca de 20 minutos na porta esperando alguém aparecer pra abrir, isso graças a uma ligação para outro hotel do grupo, que entrou em contato e encontrou uma pessoa da cozinha. No mundo todo o horário do ""Café da Manhã"" limita a entrada das pessoas no recinto até o horário limite, mas não te ""expulsam"" do Restaurante como acontece lá. Se chegar pra tomar café as 09 h 55, corra pra consumir o que necessita pois as 10 h eles retiram TUDO! Enfim, não recomendo!!!
"	negativo
115	"Trata-se de um hotel executivo simples, sem maior conforto. Um ponto negativo do hotel é que o mesmo está necessitando de uma reforma, pois tem algumas portas e paredes sujas e outros pequenos problemas. A internet não é gratuita e é cara. Ao fazer a reserva pela internet é necessário informar o cartão de crédito. Porém, ao fazer o check in o valor das diárias deve ser pago de modo antecipado. O café da manhã é simples. O localização é ótima, pois fica na esquina do Eixo Monumental e muito próximo de tudo. Porém, à noite, a rua nas adjacências do hotel fica repleta de prostitutas.
"	neutro
